scenario,run_id,run_number,commit_sha,zap_target_url,zap_info_alerts,zap_low_alerts,zap_medium_alerts,zap_high_alerts,zap_total_alerts
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,http://host.docker.internal:8000,1,2,0,0,3
