scenario,run_id,run_number,commit_sha,step_name,start_timestamp,end_timestamp,duration_seconds,status
C5-optimized,27225101617,1,5fb08dc42e47e9107c6d537fd0356c9099e8ebbb,install_dependencies,2026-06-09T18:35:18Z,2026-06-09T18:35:18Z,0,success
C5-optimized,27225101617,1,5fb08dc42e47e9107c6d537fd0356c9099e8ebbb,unit_tests,2026-06-09T18:35:18Z,2026-06-09T18:35:20Z,2,success
C5-optimized,27225101617,1,5fb08dc42e47e9107c6d537fd0356c9099e8ebbb,sonarqube_sast,2026-06-09T18:35:20Z,2026-06-09T18:35:36Z,16,success
C5-optimized,27225101617,1,5fb08dc42e47e9107c6d537fd0356c9099e8ebbb,docker_build,2026-06-09T18:35:36Z,2026-06-09T18:35:41Z,5,success
C5-optimized,27225101617,1,5fb08dc42e47e9107c6d537fd0356c9099e8ebbb,sca_fs,2026-06-09T18:35:52Z,2026-06-09T18:35:52Z,0,success
C5-optimized,27225101617,1,5fb08dc42e47e9107c6d537fd0356c9099e8ebbb,sca_image,2026-06-09T18:35:52Z,2026-06-09T18:35:53Z,1,success
C5-optimized,27225101617,1,5fb08dc42e47e9107c6d537fd0356c9099e8ebbb,sca_total,2026-06-09T18:35:52Z,2026-06-09T18:35:53Z,1,success
C5-optimized,27225101617,1,5fb08dc42e47e9107c6d537fd0356c9099e8ebbb,kubernetes_deploy,2026-06-09T18:36:36Z,2026-06-09T18:37:15Z,39,success
C5-optimized,27225101617,1,5fb08dc42e47e9107c6d537fd0356c9099e8ebbb,kubernetes_smoke_test,2026-06-09T18:37:15Z,2026-06-09T18:37:20Z,5,success
C5-optimized,27225101617,1,5fb08dc42e47e9107c6d537fd0356c9099e8ebbb,dast_health_check,2026-06-09T18:37:25Z,2026-06-09T18:37:25Z,0,success
C5-optimized,27225101617,1,5fb08dc42e47e9107c6d537fd0356c9099e8ebbb,dast_zap_baseline,2026-06-09T18:37:25Z,2026-06-09T18:38:09Z,44,success
C5-optimized,27225101617,1,5fb08dc42e47e9107c6d537fd0356c9099e8ebbb,workflow_total,2026-06-09T18:35:17Z,2026-06-09T18:38:09Z,172,success
