scenario,run_id,run_number,commit_sha,step_name,start_timestamp,end_timestamp,duration_seconds,status
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,install_dependencies,2026-06-05T22:11:23Z,2026-06-05T22:11:25Z,2,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,unit_tests,2026-06-05T22:11:25Z,2026-06-05T22:11:26Z,1,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,sonarqube_sast,2026-06-05T22:11:26Z,2026-06-05T22:12:00Z,34,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,docker_build,2026-06-05T22:12:00Z,2026-06-05T22:12:05Z,5,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,sca_fs,2026-06-05T22:12:15Z,2026-06-05T22:12:15Z,0,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,sca_image,2026-06-05T22:12:15Z,2026-06-05T22:12:15Z,0,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,sca_total,2026-06-05T22:12:15Z,2026-06-05T22:12:16Z,1,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,kubernetes_deploy,2026-06-05T22:13:35Z,2026-06-05T22:14:25Z,50,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,kubernetes_smoke_test,2026-06-05T22:14:26Z,2026-06-05T22:14:32Z,6,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,dast_health_check,2026-06-05T22:14:37Z,2026-06-05T22:14:37Z,0,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,dast_zap_baseline,2026-06-05T22:14:37Z,2026-06-05T22:15:50Z,73,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,workflow_total,2026-06-05T22:11:23Z,2026-06-05T22:15:51Z,268,success
