scenario,run_id,run_number,commit_sha,step_name,start_timestamp,end_timestamp,duration_seconds,status
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,install_dependencies,2026-06-05T22:38:53Z,2026-06-05T22:38:54Z,1,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,unit_tests,2026-06-05T22:38:54Z,2026-06-05T22:38:56Z,2,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,sonarqube_sast,2026-06-05T22:38:56Z,2026-06-05T22:39:27Z,31,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,docker_build,2026-06-05T22:39:27Z,2026-06-05T22:39:33Z,6,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,sca_fs,2026-06-05T22:39:42Z,2026-06-05T22:39:42Z,0,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,sca_image,2026-06-05T22:39:42Z,2026-06-05T22:39:43Z,1,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,sca_total,2026-06-05T22:39:42Z,2026-06-05T22:39:43Z,1,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,kubernetes_deploy,2026-06-05T22:40:20Z,2026-06-05T22:41:01Z,41,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,kubernetes_smoke_test,2026-06-05T22:41:01Z,2026-06-05T22:41:06Z,5,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,dast_health_check,2026-06-05T22:41:11Z,2026-06-05T22:41:11Z,0,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,dast_zap_baseline,2026-06-05T22:41:11Z,2026-06-05T22:42:14Z,63,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,workflow_total,2026-06-05T22:38:53Z,2026-06-05T22:42:15Z,202,success
