scenario,run_id,run_number,commit_sha,step_name,start_timestamp,end_timestamp,duration_seconds,status
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,install_dependencies,2026-06-05T18:55:17Z,2026-06-05T18:55:18Z,1,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,unit_tests,2026-06-05T18:55:18Z,2026-06-05T18:55:19Z,1,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,sonarqube_sast,2026-06-05T18:55:19Z,2026-06-05T18:55:32Z,13,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,docker_build,2026-06-05T18:55:32Z,2026-06-05T18:55:36Z,4,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,sca_fs,2026-06-05T18:55:45Z,2026-06-05T18:55:45Z,0,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,sca_image,2026-06-05T18:55:45Z,2026-06-05T18:55:45Z,0,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,sca_total,2026-06-05T18:55:45Z,2026-06-05T18:55:46Z,1,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,kubernetes_deploy,2026-06-05T18:56:26Z,2026-06-05T18:56:59Z,33,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,kubernetes_smoke_test,2026-06-05T18:56:59Z,2026-06-05T18:57:04Z,5,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,dast_health_check,2026-06-05T18:57:09Z,2026-06-05T18:57:09Z,0,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,dast_zap_baseline,2026-06-05T18:57:09Z,2026-06-05T19:00:26Z,197,success
C4-sast-sca-dast,27032348361,2,a324e89326fddb6405018d1d39edf41d3480581d,workflow_total,2026-06-05T18:55:17Z,2026-06-05T19:00:26Z,309,success
