scenario_key,scenario_order,scenario_label,security_layer,run_index,source_file,scenario,run_id,run_number,commit_sha,step_name,start_timestamp,end_timestamp,duration_seconds,status,is_workflow_total,is_security_step,is_deploy_step,is_valid_execution
c3,3,C3 - SAST + SCA,sast_sca,2,analysis/raw/c3/timing/c3_run_2.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,kubernetes_smoke_test,2026-06-04T18:29:22Z,2026-06-04T18:29:27Z,5,success,False,False,True,True
c3,3,C3 - SAST + SCA,sast_sca,2,analysis/raw/c3/timing/c3_run_2.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,sca_fs,2026-06-04T18:28:07Z,2026-06-04T18:28:07Z,0,success,False,True,False,True
c3,3,C3 - SAST + SCA,sast_sca,2,analysis/raw/c3/timing/c3_run_2.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,sca_image,2026-06-04T18:28:07Z,2026-06-04T18:28:07Z,0,success,False,True,False,True
c3,3,C3 - SAST + SCA,sast_sca,2,analysis/raw/c3/timing/c3_run_2.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,sca_total,2026-06-04T18:28:07Z,2026-06-04T18:28:07Z,0,success,False,True,False,True
c3,3,C3 - SAST + SCA,sast_sca,2,analysis/raw/c3/timing/c3_run_2.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,sonarqube_sast,2026-06-04T18:27:43Z,2026-06-04T18:27:56Z,13,success,False,True,False,True
c3,3,C3 - SAST + SCA,sast_sca,2,analysis/raw/c3/timing/c3_run_2.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,unit_tests,2026-06-04T18:27:41Z,2026-06-04T18:27:43Z,2,success,False,False,False,True
c3,3,C3 - SAST + SCA,sast_sca,2,analysis/raw/c3/timing/c3_run_2.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,workflow_total,2026-06-04T18:27:40Z,2026-06-04T18:29:27Z,107,success,True,False,False,True
c3,3,C3 - SAST + SCA,sast_sca,3,analysis/raw/c3/timing/c3_run_3.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,docker_build,2026-06-04T18:45:37Z,2026-06-04T18:45:40Z,3,success,False,False,False,True
c3,3,C3 - SAST + SCA,sast_sca,3,analysis/raw/c3/timing/c3_run_3.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,install_dependencies,2026-06-04T18:44:59Z,2026-06-04T18:45:00Z,1,success,False,False,False,True
c3,3,C3 - SAST + SCA,sast_sca,3,analysis/raw/c3/timing/c3_run_3.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,kubernetes_deploy,2026-06-04T18:46:40Z,2026-06-04T18:47:23Z,43,success,False,False,True,True
c3,3,C3 - SAST + SCA,sast_sca,3,analysis/raw/c3/timing/c3_run_3.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,kubernetes_smoke_test,2026-06-04T18:47:23Z,2026-06-04T18:47:28Z,5,success,False,False,True,True
c3,3,C3 - SAST + SCA,sast_sca,3,analysis/raw/c3/timing/c3_run_3.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,sca_fs,2026-06-04T18:45:52Z,2026-06-04T18:45:52Z,0,success,False,True,False,True
c3,3,C3 - SAST + SCA,sast_sca,3,analysis/raw/c3/timing/c3_run_3.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,sca_image,2026-06-04T18:45:52Z,2026-06-04T18:45:53Z,1,success,False,True,False,True
c3,3,C3 - SAST + SCA,sast_sca,3,analysis/raw/c3/timing/c3_run_3.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,sca_total,2026-06-04T18:45:52Z,2026-06-04T18:45:53Z,1,success,False,True,False,True
c3,3,C3 - SAST + SCA,sast_sca,3,analysis/raw/c3/timing/c3_run_3.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,sonarqube_sast,2026-06-04T18:45:03Z,2026-06-04T18:45:36Z,33,success,False,True,False,True
c3,3,C3 - SAST + SCA,sast_sca,3,analysis/raw/c3/timing/c3_run_3.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,unit_tests,2026-06-04T18:45:00Z,2026-06-04T18:45:03Z,3,success,False,False,False,True
c3,3,C3 - SAST + SCA,sast_sca,3,analysis/raw/c3/timing/c3_run_3.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,workflow_total,2026-06-04T18:44:59Z,2026-06-04T18:47:28Z,149,success,True,False,False,True
c3,3,C3 - SAST + SCA,sast_sca,4,analysis/raw/c3/timing/c3_run_4.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,docker_build,2026-06-04T18:51:57Z,2026-06-04T18:52:03Z,6,success,False,False,False,True
c3,3,C3 - SAST + SCA,sast_sca,4,analysis/raw/c3/timing/c3_run_4.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,install_dependencies,2026-06-04T18:51:38Z,2026-06-04T18:51:38Z,0,success,False,False,False,True
c3,3,C3 - SAST + SCA,sast_sca,4,analysis/raw/c3/timing/c3_run_4.csv,C3-sast-sca,26970627192,3,514ba44165c97f2eacb9e6d6dc5cadaa5ab007f5,kubernetes_deploy,2026-06-04T18:52:59Z,2026-06-04T18:53:45Z,46,success,False,False,True,True
